,Max 8-Hour O3,ozone_concern,ozone_threshold,Cook,Dallas,Harris,Los Angeles,Maricopa,Miami-Dade,Orange,Queens,Riverside,San Diego,greater3.26,less3.26
46,-0.41490721655069196,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
48,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
49,-0.6683640051127439,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50,-0.41490721655069196,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
52,0.5355557405570034,0,0,1,0,0,0,0,0,0,0,0,0,1,0
53,-0.9218207936747962,0,0,1,0,0,0,0,0,0,0,0,0,1,0
54,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
55,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
56,-0.6683640051127439,0,0,1,0,0,0,0,0,0,0,0,0,1,0
57,-1.1119133850963354,0,0,1,0,0,0,0,0,0,0,0,0,1,0
58,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59,0.21873475485443794,0,0,1,0,0,0,0,0,0,0,0,0,1,0
60,-0.5416356108317181,0,0,1,0,0,0,0,0,0,0,0,0,1,0
61,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
62,-0.22481462512915315,0,0,1,0,0,0,0,0,0,0,0,0,1,0
63,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
64,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
65,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
66,-0.41490721655069196,0,0,1,0,0,0,0,0,0,0,0,0,1,0
67,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
68,0.21873475485443794,0,0,1,0,0,0,0,0,0,0,0,0,1,0
69,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
70,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
71,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
72,-0.22481462512915315,0,0,1,0,0,0,0,0,0,0,0,0,1,0
73,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
75,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
76,0.21873475485443794,0,0,1,0,0,0,0,0,0,0,0,0,1,0
77,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
78,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
79,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
80,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
81,-0.22481462512915315,0,0,1,0,0,0,0,0,0,0,0,0,1,0
82,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
83,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
84,0.21873475485443794,0,0,1,0,0,0,0,0,0,0,0,0,1,0
85,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
86,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
87,-0.1614504279886401,0,0,1,0,0,0,0,0,0,0,0,0,1,0
88,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
89,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
91,0.21873475485443794,0,0,1,0,0,0,0,0,0,0,0,0,1,0
92,-0.41490721655069196,0,0,1,0,0,0,0,0,0,0,0,0,1,0
93,-0.8584565965342831,0,0,1,0,0,0,0,0,0,0,0,0,1,0
94,0.4088273462759776,0,0,1,0,0,0,0,0,0,0,0,0,1,0
95,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
96,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
97,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
98,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
99,-0.41490721655069196,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
102,-0.22481462512915315,0,0,1,0,0,0,0,0,0,0,0,0,1,0
103,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
104,0.4721915434164903,0,0,1,0,0,0,0,0,0,0,0,0,1,0
105,0.2820989519949515,0,0,1,0,0,0,0,0,0,0,0,0,1,0
106,-0.3515430194101789,0,0,1,0,0,0,0,0,0,0,0,0,1,0
107,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
108,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
109,0.8523767262595683,1,0,1,0,0,0,0,0,0,0,0,0,1,0
110,0.5355557405570034,0,0,1,0,0,0,0,0,0,0,0,0,1,0
111,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
112,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
113,0.6622841348380295,0,0,1,0,0,0,0,0,0,0,0,0,1,0
114,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
115,0.21873475485443794,0,0,1,0,0,0,0,0,0,0,0,0,1,0
116,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
117,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
118,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
119,-0.3515430194101789,0,0,1,0,0,0,0,0,0,0,0,0,1,0
120,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
121,-0.5416356108317181,0,0,1,0,0,0,0,0,0,0,0,0,1,0
122,-0.22481462512915315,0,0,1,0,0,0,0,0,0,0,0,0,1,0
123,0.7890125291190552,1,0,1,0,0,0,0,0,0,0,0,0,1,0
124,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
125,-0.3515430194101789,0,0,1,0,0,0,0,0,0,0,0,0,1,0
126,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
127,-0.6683640051127439,0,0,1,0,0,0,0,0,0,0,0,0,1,0
128,-0.22481462512915315,0,0,1,0,0,0,0,0,0,0,0,0,1,0
129,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
130,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
131,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
132,0.2820989519949515,0,0,1,0,0,0,0,0,0,0,0,0,1,0
133,0.9791051205405945,1,0,1,0,0,0,0,0,0,0,0,0,1,0
134,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
135,-1.1119133850963354,0,0,1,0,0,0,0,0,0,0,0,0,1,0
136,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
137,0.4721915434164903,0,0,1,0,0,0,0,0,0,0,0,0,1,0
138,-0.9851849908153092,0,0,1,0,0,0,0,0,0,0,0,0,1,0
139,-1.2386417793773614,0,0,1,0,0,0,0,0,0,0,0,0,1,0
140,0.6622841348380295,0,0,1,0,0,0,0,0,0,0,0,0,1,0
141,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
142,-0.5416356108317181,0,0,1,0,0,0,0,0,0,0,0,0,1,0
143,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
144,-0.1614504279886401,0,0,1,0,0,0,0,0,0,0,0,0,1,0
145,-0.1614504279886401,0,0,1,0,0,0,0,0,0,0,0,0,1,0
146,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
147,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
148,1.1058335148216205,1,0,1,0,0,0,0,0,0,0,0,0,1,0
149,0.6622841348380295,0,0,1,0,0,0,0,0,0,0,0,0,1,0
150,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
151,-0.3515430194101789,0,0,1,0,0,0,0,0,0,0,0,0,1,0
152,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
153,0.6622841348380295,0,0,1,0,0,0,0,0,0,0,0,0,1,0
154,1.7394754862267505,1,1,1,0,0,0,0,0,0,0,0,0,1,0
155,-0.1614504279886401,0,0,1,0,0,0,0,0,0,0,0,0,1,0
156,0.9157409234000814,1,0,1,0,0,0,0,0,0,0,0,0,1,0
157,0.5355557405570034,0,0,1,0,0,0,0,0,0,0,0,0,1,0
158,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
159,-0.3515430194101789,0,0,1,0,0,0,0,0,0,0,0,0,1,0
160,0.9791051205405945,1,0,1,0,0,0,0,0,0,0,0,0,1,0
161,-0.1614504279886401,0,0,1,0,0,0,0,0,0,0,0,0,1,0
162,-0.6049998079722312,0,0,1,0,0,0,0,0,0,0,0,0,1,0
163,0.5989199376975164,0,0,1,0,0,0,0,0,0,0,0,0,1,0
164,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
165,-0.9218207936747962,0,0,1,0,0,0,0,0,0,0,0,0,1,0
166,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
167,0.7256483319785422,0,0,1,0,0,0,0,0,0,0,0,0,1,0
168,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
169,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
170,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
171,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
172,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
173,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
174,0.4721915434164903,0,0,1,0,0,0,0,0,0,0,0,0,1,0
175,1.5493828948052122,1,1,1,0,0,0,0,0,0,0,0,0,1,0
176,1.359290303383673,1,0,1,0,0,0,0,0,0,0,0,0,1,0
177,1.4860186976646983,1,1,1,0,0,0,0,0,0,0,0,0,1,0
178,1.9929322747888027,1,1,1,0,0,0,0,0,0,0,0,0,1,0
179,1.1691977119621337,1,0,1,0,0,0,0,0,0,0,0,0,1,0
180,1.2325619091026467,1,0,1,0,0,0,0,0,0,0,0,0,1,0
181,0.8523767262595683,1,0,1,0,0,0,0,0,0,0,0,0,1,0
182,1.6127470919457243,1,1,1,0,0,0,0,0,0,0,0,0,1,0
183,0.9157409234000814,1,0,1,0,0,0,0,0,0,0,0,0,1,0
184,1.4860186976646983,1,1,1,0,0,0,0,0,0,0,0,0,1,0
185,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
186,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
187,0.8523767262595683,1,0,1,0,0,0,0,0,0,0,0,0,1,0
188,1.9929322747888027,1,1,1,0,0,0,0,0,0,0,0,0,1,0
189,1.0424693176811075,1,0,1,0,0,0,0,0,0,0,0,0,1,0
190,0.21873475485443794,0,0,1,0,0,0,0,0,0,0,0,0,1,0
191,1.29592610624316,1,0,1,0,0,0,0,0,0,0,0,0,1,0
192,1.5493828948052122,1,1,1,0,0,0,0,0,0,0,0,0,1,0
193,1.2325619091026467,1,0,1,0,0,0,0,0,0,0,0,0,1,0
194,-0.22481462512915315,0,0,1,0,0,0,0,0,0,0,0,0,1,0
195,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
196,0.9157409234000814,1,0,1,0,0,0,0,0,0,0,0,0,1,0
197,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
198,0.4088273462759776,0,0,1,0,0,0,0,0,0,0,0,0,1,0
199,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
200,-0.5416356108317181,0,0,1,0,0,0,0,0,0,0,0,0,1,0
201,-0.8584565965342831,0,0,1,0,0,0,0,0,0,0,0,0,1,0
202,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
203,-0.5416356108317181,0,0,1,0,0,0,0,0,0,0,0,0,1,0
204,1.359290303383673,1,0,1,0,0,0,0,0,0,0,0,0,1,0
205,0.9157409234000814,1,0,1,0,0,0,0,0,0,0,0,0,1,0
206,0.8523767262595683,1,0,1,0,0,0,0,0,0,0,0,0,1,0
207,0.8523767262595683,1,0,1,0,0,0,0,0,0,0,0,0,1,0
208,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
209,-0.6049998079722312,0,0,1,0,0,0,0,0,0,0,0,0,1,0
210,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
211,0.2820989519949515,0,0,1,0,0,0,0,0,0,0,0,0,1,0
212,1.29592610624316,1,0,1,0,0,0,0,0,0,0,0,0,1,0
213,2.0562964719293158,1,1,1,0,0,0,0,0,0,0,0,0,1,0
214,0.8523767262595683,1,0,1,0,0,0,0,0,0,0,0,0,1,0
215,1.0424693176811075,1,0,1,0,0,0,0,0,0,0,0,0,1,0
216,0.4088273462759776,0,0,1,0,0,0,0,0,0,0,0,0,1,0
217,0.4721915434164903,0,0,1,0,0,0,0,0,0,0,0,0,1,0
218,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
219,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
220,1.29592610624316,1,0,1,0,0,0,0,0,0,0,0,0,1,0
221,0.7256483319785422,0,0,1,0,0,0,0,0,0,0,0,0,1,0
222,0.7890125291190552,1,0,1,0,0,0,0,0,0,0,0,0,1,0
223,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
224,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
225,-0.3515430194101789,0,0,1,0,0,0,0,0,0,0,0,0,1,0
226,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
227,-0.6683640051127439,0,0,1,0,0,0,0,0,0,0,0,0,1,0
228,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
229,0.5989199376975164,0,0,1,0,0,0,0,0,0,0,0,0,1,0
230,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
231,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
232,-0.6683640051127439,0,0,1,0,0,0,0,0,0,0,0,0,1,0
233,-1.0485491879558224,0,0,1,0,0,0,0,0,0,0,0,0,1,0
234,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
235,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
236,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
237,-0.5416356108317181,0,0,1,0,0,0,0,0,0,0,0,0,1,0
238,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
239,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
240,0.15537055771392533,0,0,1,0,0,0,0,0,0,0,0,0,1,0
241,-0.41490721655069196,0,0,1,0,0,0,0,0,0,0,0,0,1,0
242,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
243,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
244,-0.8584565965342831,0,0,1,0,0,0,0,0,0,0,0,0,1,0
245,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
246,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
247,-1.1119133850963354,0,0,1,0,0,0,0,0,0,0,0,0,1,0
248,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
249,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
250,-0.5416356108317181,0,0,1,0,0,0,0,0,0,0,0,0,1,0
251,0.4721915434164903,0,0,1,0,0,0,0,0,0,0,0,0,1,0
252,0.21873475485443794,0,0,1,0,0,0,0,0,0,0,0,0,1,0
253,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
254,-1.2386417793773614,0,0,1,0,0,0,0,0,0,0,0,0,1,0
255,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
256,-0.3515430194101789,0,0,1,0,0,0,0,0,0,0,0,0,1,0
257,-0.034722033707613925,0,0,1,0,0,0,0,0,0,0,0,0,1,0
258,0.3454631491354641,0,0,1,0,0,0,0,0,0,0,0,0,1,0
259,0.7890125291190552,1,0,1,0,0,0,0,0,0,0,0,0,1,0
260,1.2325619091026467,1,0,1,0,0,0,0,0,0,0,0,0,1,0
261,1.29592610624316,1,0,1,0,0,0,0,0,0,0,0,0,1,0
262,-0.22481462512915315,0,0,1,0,0,0,0,0,0,0,0,0,1,0
263,-0.41490721655069196,0,0,1,0,0,0,0,0,0,0,0,0,1,0
264,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
265,-0.098086230848127,0,0,1,0,0,0,0,0,0,0,0,0,1,0
266,-0.41490721655069196,0,0,1,0,0,0,0,0,0,0,0,0,1,0
267,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
268,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
269,-1.1119133850963354,0,0,1,0,0,0,0,0,0,0,0,0,1,0
270,-1.6821911593609524,0,0,1,0,0,0,0,0,0,0,0,0,1,0
271,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
272,0.028642163432899156,0,0,1,0,0,0,0,0,0,0,0,0,1,0
273,-1.3653701736583874,0,0,1,0,0,0,0,0,0,0,0,0,1,0
274,-1.6821911593609524,0,0,1,0,0,0,0,0,0,0,0,0,1,0
275,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
276,-0.8584565965342831,0,0,1,0,0,0,0,0,0,0,0,0,1,0
277,-0.478271413691205,0,0,1,0,0,0,0,0,0,0,0,0,1,0
278,-0.8584565965342831,0,0,1,0,0,0,0,0,0,0,0,0,1,0
279,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
280,0.09200636057341223,0,0,1,0,0,0,0,0,0,0,0,0,1,0
281,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
282,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
283,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
284,-0.5416356108317181,0,0,1,0,0,0,0,0,0,0,0,0,1,0
285,-0.9218207936747962,0,0,1,0,0,0,0,0,0,0,0,0,1,0
286,-0.731728202253257,0,0,1,0,0,0,0,0,0,0,0,0,1,0
287,-1.4920985679394134,0,0,1,0,0,0,0,0,0,0,0,0,1,0
288,-1.5554627650799264,0,0,1,0,0,0,0,0,0,0,0,0,1,0
289,-1.0485491879558224,0,0,1,0,0,0,0,0,0,0,0,0,1,0
290,-0.28817882226966623,0,0,1,0,0,0,0,0,0,0,0,0,1,0
291,-0.6049998079722312,0,0,1,0,0,0,0,0,0,0,0,0,1,0
292,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
293,-1.2386417793773614,0,0,1,0,0,0,0,0,0,0,0,0,1,0
294,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
295,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
296,-1.4920985679394134,0,0,1,0,0,0,0,0,0,0,0,0,1,0
297,-1.4287343707989004,0,0,1,0,0,0,0,0,0,0,0,0,1,0
298,-0.9851849908153092,0,0,1,0,0,0,0,0,0,0,0,0,1,0
299,-1.8089195536419787,0,0,1,0,0,0,0,0,0,0,0,0,1,0
300,-1.0485491879558224,0,0,1,0,0,0,0,0,0,0,0,0,1,0
301,-0.79509239939377,0,0,1,0,0,0,0,0,0,0,0,0,1,0
302,-1.5554627650799264,0,0,1,0,0,0,0,0,0,0,0,0,1,0
303,-1.4920985679394134,0,0,1,0,0,0,0,0,0,0,0,0,1,0
304,-1.5554627650799264,0,0,1,0,0,0,0,0,0,0,0,0,1,0
305,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
306,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
307,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
308,-1.4287343707989004,0,0,1,0,0,0,0,0,0,0,0,0,1,0
309,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
310,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
311,-1.4920985679394134,0,0,1,0,0,0,0,0,0,0,0,0,1,0
312,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
313,-1.0485491879558224,0,0,1,0,0,0,0,0,0,0,0,0,1,0
314,-1.1119133850963354,0,0,1,0,0,0,0,0,0,0,0,0,1,0
315,-1.4920985679394134,0,0,1,0,0,0,0,0,0,0,0,0,1,0
316,-1.6821911593609524,0,0,1,0,0,0,0,0,0,0,0,0,1,0
317,-1.3653701736583874,0,0,1,0,0,0,0,0,0,0,0,0,1,0
318,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
319,-2.062376342204031,0,0,1,0,0,0,0,0,0,0,0,0,1,0
320,-2.189104736485057,0,0,1,0,0,0,0,0,0,0,0,0,1,0
321,-2.315833130766083,0,0,1,0,0,0,0,0,0,0,0,0,1,0
322,-2.1257405393445437,0,0,1,0,0,0,0,0,0,0,0,0,1,0
323,-0.9218207936747962,0,0,1,0,0,0,0,0,0,0,0,0,1,0
324,-1.0485491879558224,0,0,1,0,0,0,0,0,0,0,0,0,1,0
325,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
326,-1.8089195536419787,0,0,1,0,0,0,0,0,0,0,0,0,1,0
327,-1.8089195536419787,0,0,1,0,0,0,0,0,0,0,0,0,1,0
328,-1.4920985679394134,0,0,1,0,0,0,0,0,0,0,0,0,1,0
329,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
330,-1.3653701736583874,0,0,1,0,0,0,0,0,0,0,0,0,1,0
331,-1.7455553565014654,0,0,1,0,0,0,0,0,0,0,0,0,1,0
332,-2.3791973279065957,0,0,1,0,0,0,0,0,0,0,0,0,1,0
333,-1.4920985679394134,0,0,1,0,0,0,0,0,0,0,0,0,1,0
334,-1.5554627650799264,0,0,1,0,0,0,0,0,0,0,0,0,1,0
335,-1.4920985679394134,0,0,1,0,0,0,0,0,0,0,0,0,1,0
336,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
337,-1.0485491879558224,0,0,1,0,0,0,0,0,0,0,0,0,1,0
338,-1.6821911593609524,0,0,1,0,0,0,0,0,0,0,0,0,1,0
339,-2.315833130766083,0,0,1,0,0,0,0,0,0,0,0,0,1,0
340,-1.3653701736583874,0,0,1,0,0,0,0,0,0,0,0,0,1,0
341,-0.9851849908153092,0,0,1,0,0,0,0,0,0,0,0,0,1,0
342,-1.5554627650799264,0,0,1,0,0,0,0,0,0,0,0,0,1,0
343,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
344,-1.1752775822368482,0,0,1,0,0,0,0,0,0,0,0,0,1,0
345,-1.0485491879558224,0,0,1,0,0,0,0,0,0,0,0,0,1,0
346,-1.8722837507824914,0,0,1,0,0,0,0,0,0,0,0,0,1,0
347,-2.189104736485057,0,0,1,0,0,0,0,0,0,0,0,0,1,0
348,-1.3020059765178742,0,0,1,0,0,0,0,0,0,0,0,0,1,0
