County,Max 8-Hour O3
Cook,0.047
Cook,0.034
Cook,0.027000000000000003
Cook,0.04
Cook,0.03
Cook,0.043
Cook,0.027000000000000003
Cook,0.039
Cook,0.055
Cook,0.051
Cook,0.049
Cook,0.027999999999999997
Cook,0.043
Cook,0.042
Cook,0.047
Cook,0.053
Cook,0.06
Cook,0.067
Cook,0.068
Cook,0.044000000000000004
Cook,0.040999999999999995
Cook,0.043
Cook,0.046
Cook,0.040999999999999995
Cook,0.043
Cook,0.043
Cook,0.03
Cook,0.021
Cook,0.043
Cook,0.048
Cook,0.026000000000000002
Cook,0.021
Cook,0.036000000000000004
Cook,0.034
Cook,0.04
Cook,0.034
Cook,0.043
Cook,0.049
Cook,0.036000000000000004
Cook,0.036000000000000004
Cook,0.043
Cook,0.039
Cook,0.033
Cook,0.036000000000000004
Cook,0.024
Cook,0.023
Cook,0.031
Cook,0.043
Cook,0.038
Cook,0.035
Cook,0.027999999999999997
Cook,0.028999999999999998
Cook,0.027000000000000003
Cook,0.024
Cook,0.025
Cook,0.032
Cook,0.019
Cook,0.031
Cook,0.035
Cook,0.023
Cook,0.024
Cook,0.023
Cook,0.028999999999999998
Cook,0.028999999999999998
Cook,0.027000000000000003
Cook,0.025
Cook,0.028999999999999998
Cook,0.027000000000000003
Cook,0.024
Cook,0.028999999999999998
Cook,0.031
Cook,0.03
Cook,0.024
Cook,0.021
Cook,0.026000000000000002
Cook,0.027000000000000003
Cook,0.015
Cook,0.013000000000000001
Cook,0.011000000000000001
Cook,0.013999999999999999
Cook,0.033
Cook,0.031
Cook,0.028999999999999998
Cook,0.019
Cook,0.019
Cook,0.024
Cook,0.028999999999999998
Cook,0.026000000000000002
Cook,0.02
Cook,0.01
Cook,0.024
Cook,0.023
Cook,0.024
Cook,0.027000000000000003
Cook,0.031
Cook,0.021
Cook,0.011000000000000001
Cook,0.026000000000000002
Cook,0.032
Cook,0.023
Cook,0.027000000000000003
Cook,0.028999999999999998
Cook,0.031
Cook,0.018000000000000002
Cook,0.013000000000000001
Cook,0.027000000000000003
Cook,0.025
Dallas,0.016
Dallas,0.006999999999999999
Dallas,0.017
Dallas,0.03
Dallas,0.038
Dallas,0.04
Dallas,0.037000000000000005
Dallas,0.037000000000000005
Dallas,0.037000000000000005
Dallas,0.025
Dallas,0.031
Dallas,0.026000000000000002
Dallas,0.027000000000000003
Dallas,0.021
Dallas,0.017
Dallas,0.024
Dallas,0.021
Dallas,0.022000000000000002
Dallas,0.031
Dallas,0.034
Dallas,0.040999999999999995
Dallas,0.033
Dallas,0.033
Dallas,0.038
Dallas,0.028999999999999998
Dallas,0.034
Dallas,0.040999999999999995
Dallas,0.036000000000000004
Dallas,0.033
Dallas,0.034
Dallas,0.027000000000000003
Dallas,0.028999999999999998
Dallas,0.028999999999999998
Dallas,0.03
Dallas,0.034
Dallas,0.028999999999999998
Dallas,0.027000000000000003
Dallas,0.03
Dallas,0.03
Dallas,0.028999999999999998
Dallas,0.016
Dallas,0.026000000000000002
Dallas,0.032
Dallas,0.039
Dallas,0.038
Dallas,0.034
Dallas,0.015
Dallas,0.032
Dallas,0.033
Dallas,0.026000000000000002
Dallas,0.039
Dallas,0.038
Dallas,0.026000000000000002
Dallas,0.053
Dallas,0.047
Dallas,0.043
Dallas,0.033
Dallas,0.019
Dallas,0.023
Dallas,0.02
Dallas,0.013000000000000001
Dallas,0.04
Dallas,0.039
Dallas,0.046
Dallas,0.05
Dallas,0.045
Dallas,0.04
Dallas,0.049
Dallas,0.036000000000000004
Dallas,0.039
Dallas,0.031
Dallas,0.048
Dallas,0.048
Dallas,0.047
Dallas,0.05
Dallas,0.053
Dallas,0.057
Dallas,0.059000000000000004
Dallas,0.053
Dallas,0.057999999999999996
Dallas,0.065
Dallas,0.049
Dallas,0.045
Dallas,0.048
Dallas,0.053
Dallas,0.054000000000000006
Dallas,0.055
Dallas,0.044000000000000004
Dallas,0.042
Dallas,0.048
Dallas,0.047
Dallas,0.055
Dallas,0.05
Dallas,0.047
Dallas,0.047
Dallas,0.040999999999999995
Dallas,0.027000000000000003
Dallas,0.055999999999999994
Dallas,0.065
Dallas,0.059000000000000004
Dallas,0.035
Dallas,0.046
Dallas,0.045
Dallas,0.05
Dallas,0.062
Dallas,0.051
Dallas,0.040999999999999995
Dallas,0.047
Dallas,0.047
Dallas,0.057999999999999996
Dallas,0.054000000000000006
Dallas,0.048
Dallas,0.043
Dallas,0.036000000000000004
Dallas,0.049
Dallas,0.057
Dallas,0.062
Dallas,0.045
Dallas,0.04
Dallas,0.027000000000000003
Dallas,0.047
Dallas,0.048
Dallas,0.044000000000000004
Dallas,0.051
Dallas,0.053
Dallas,0.052000000000000005
Dallas,0.04
Dallas,0.039
Dallas,0.033
Dallas,0.026000000000000002
Dallas,0.028999999999999998
Dallas,0.055999999999999994
Dallas,0.063
Dallas,0.07
Dallas,0.067
Dallas,0.062
Dallas,0.043
Dallas,0.04
Dallas,0.063
Dallas,0.039
Dallas,0.054000000000000006
Dallas,0.036000000000000004
Dallas,0.037000000000000005
Dallas,0.048
Dallas,0.039
Dallas,0.04
Dallas,0.040999999999999995
Dallas,0.033
Dallas,0.028999999999999998
Dallas,0.059000000000000004
Dallas,0.073
Dallas,0.066
Dallas,0.055999999999999994
Dallas,0.045
Dallas,0.032
Dallas,0.022000000000000002
Dallas,0.067
Dallas,0.05
Dallas,0.065
Dallas,0.049
Dallas,0.045
Dallas,0.047
Dallas,0.059000000000000004
Dallas,0.067
Dallas,0.064
Dallas,0.042
Dallas,0.045
Dallas,0.07400000000000001
Dallas,0.071
Dallas,0.044000000000000004
Dallas,0.04
Dallas,0.03
Dallas,0.025
Dallas,0.046
Dallas,0.06
Dallas,0.047
Dallas,0.032
Dallas,0.037000000000000005
Dallas,0.044000000000000004
Dallas,0.055
Dallas,0.046
Dallas,0.043
Dallas,0.037000000000000005
Dallas,0.037000000000000005
Dallas,0.032
Dallas,0.032
Dallas,0.04
Dallas,0.045
Dallas,0.042
Dallas,0.038
Dallas,0.049
Dallas,0.055
Dallas,0.055999999999999994
Dallas,0.048
Dallas,0.034
Dallas,0.063
Dallas,0.044000000000000004
Dallas,0.036000000000000004
Dallas,0.034
Dallas,0.034
Dallas,0.034
Dallas,0.037000000000000005
Dallas,0.053
Dallas,0.048
Dallas,0.062
Dallas,0.059000000000000004
Dallas,0.054000000000000006
Dallas,0.057999999999999996
Dallas,0.033
Dallas,0.04
Dallas,0.067
Dallas,0.055
Dallas,0.049
Dallas,0.063
Dallas,0.045
Dallas,0.06
Dallas,0.075
Dallas,0.069
Dallas,0.057
Dallas,0.039
Dallas,0.044000000000000004
Dallas,0.04
Dallas,0.036000000000000004
Dallas,0.043
Dallas,0.054000000000000006
Dallas,0.066
Dallas,0.065
Dallas,0.059000000000000004
Dallas,0.042
Dallas,0.034
Dallas,0.039
Dallas,0.045
Dallas,0.05
Dallas,0.039
Dallas,0.044000000000000004
Dallas,0.042
Dallas,0.047
Dallas,0.049
Dallas,0.046
Dallas,0.068
Dallas,0.057999999999999996
Dallas,0.040999999999999995
Dallas,0.048
Dallas,0.062
Dallas,0.055999999999999994
Dallas,0.055999999999999994
Dallas,0.055999999999999994
Dallas,0.079
Dallas,0.083
Dallas,0.065
Dallas,0.04
Dallas,0.047
Dallas,0.049
Dallas,0.04
Dallas,0.044000000000000004
Dallas,0.065
Dallas,0.062
Dallas,0.063
Dallas,0.054000000000000006
Dallas,0.046
Dallas,0.047
Dallas,0.026000000000000002
Dallas,0.036000000000000004
Dallas,0.045
Dallas,0.036000000000000004
Dallas,0.044000000000000004
Dallas,0.038
Dallas,0.046
Dallas,0.048
Dallas,0.044000000000000004
Dallas,0.042
Dallas,0.04
Dallas,0.031
Dallas,0.045
Dallas,0.045
Dallas,0.059000000000000004
Dallas,0.062
Dallas,0.06
Dallas,0.06
Dallas,0.044000000000000004
Dallas,0.05
Dallas,0.057
Dallas,0.036000000000000004
Dallas,0.033
Dallas,0.045
Dallas,0.051
Dallas,0.027000000000000003
Dallas,0.034
Dallas,0.037000000000000005
Dallas,0.037000000000000005
Dallas,0.044000000000000004
Dallas,0.055
Dallas,0.049
Dallas,0.040999999999999995
Dallas,0.038
Dallas,0.052000000000000005
Dallas,0.031
Dallas,0.019
Dallas,0.044000000000000004
Dallas,0.049
Dallas,0.023
Dallas,0.006999999999999999
Dallas,0.025
Dallas,0.033
Dallas,0.037000000000000005
Dallas,0.039
Dallas,0.05
Dallas,0.048
Dallas,0.011000000000000001
Dallas,0.039
Dallas,0.019
Dallas,0.021
Dallas,0.033
Dallas,0.047
Dallas,0.03
Dallas,0.031
Dallas,0.031
Dallas,0.034
Dallas,0.035
Dallas,0.045
Dallas,0.054000000000000006
Dallas,0.039
Dallas,0.046
Dallas,0.040999999999999995
Dallas,0.027000000000000003
Dallas,0.011000000000000001
Dallas,0.021
Dallas,0.043
Dallas,0.038
Dallas,0.032
Dallas,0.03
Dallas,0.022000000000000002
Dallas,0.016
Dallas,0.037000000000000005
Dallas,0.037000000000000005
Dallas,0.034
Dallas,0.039
Dallas,0.031
Dallas,0.043
Dallas,0.032
Dallas,0.03
Dallas,0.052000000000000005
Dallas,0.027999999999999997
Dallas,0.023
Dallas,0.028999999999999998
Dallas,0.031
Dallas,0.02
Dallas,0.033
Dallas,0.038
Dallas,0.03
Dallas,0.03
Dallas,0.025
Dallas,0.039
Dallas,0.025
Dallas,0.022000000000000002
Dallas,0.035
Dallas,0.033
Dallas,0.055999999999999994
Dallas,0.048
Dallas,0.025
Dallas,0.033
Dallas,0.025
Dallas,0.026000000000000002
Dallas,0.034
Harris,0.03
Harris,0.028999999999999998
Harris,0.016
Harris,0.032
Harris,0.045
Harris,0.04
Harris,0.035
Harris,0.037000000000000005
Harris,0.036000000000000004
Harris,0.039
Harris,0.048
Harris,0.031
Harris,0.031
Harris,0.028999999999999998
Harris,0.023
Harris,0.034
Harris,0.027999999999999997
Harris,0.027000000000000003
Harris,0.03
Harris,0.035
Harris,0.039
Harris,0.04
Harris,0.03
Harris,0.039
Harris,0.044000000000000004
Harris,0.04
Harris,0.046
Harris,0.048
Harris,0.038
Harris,0.036000000000000004
Harris,0.034
Harris,0.03
Harris,0.032
Harris,0.03
Harris,0.024
Harris,0.019
Harris,0.022000000000000002
Harris,0.027000000000000003
Harris,0.027000000000000003
Harris,0.027999999999999997
Harris,0.043
Harris,0.027999999999999997
Harris,0.036000000000000004
Harris,0.042
Harris,0.049
Harris,0.040999999999999995
Harris,0.026000000000000002
Harris,0.024
Harris,0.036000000000000004
Harris,0.021
Harris,0.038
Harris,0.023
Harris,0.017
Harris,0.040999999999999995
Harris,0.045
Harris,0.034
Harris,0.033
Harris,0.021
Harris,0.01
Harris,0.015
Harris,0.026000000000000002
Harris,0.027000000000000003
Harris,0.035
Harris,0.043
Harris,0.05
Harris,0.037000000000000005
Harris,0.028999999999999998
Harris,0.03
Harris,0.037000000000000005
Harris,0.026000000000000002
Harris,0.028999999999999998
Harris,0.027999999999999997
Harris,0.05
Harris,0.046
Harris,0.047
Harris,0.05
Harris,0.054000000000000006
Harris,0.06
Harris,0.077
Harris,0.066
Harris,0.07200000000000001
Harris,0.059000000000000004
Harris,0.051
Harris,0.043
Harris,0.055
Harris,0.077
Harris,0.057999999999999996
Harris,0.051
Harris,0.042
Harris,0.037000000000000005
Harris,0.04
Harris,0.057999999999999996
Harris,0.061
Harris,0.036000000000000004
Harris,0.049
Harris,0.03
Harris,0.043
Harris,0.047
Harris,0.076
Harris,0.054000000000000006
Harris,0.048
Harris,0.039
Harris,0.047
Harris,0.055
Harris,0.065
Harris,0.055999999999999994
Harris,0.04
Harris,0.049
Harris,0.053
Harris,0.069
Harris,0.062
Harris,0.057
Harris,0.046
Harris,0.039
Harris,0.053
Harris,0.076
Harris,0.066
Harris,0.055
Harris,0.034
Harris,0.044000000000000004
Harris,0.034
Harris,0.044000000000000004
Harris,0.036000000000000004
Harris,0.055999999999999994
Harris,0.066
Harris,0.064
Harris,0.053
Harris,0.028999999999999998
Harris,0.055999999999999994
Harris,0.053
Harris,0.022000000000000002
Harris,0.045
Harris,0.08
Harris,0.069
Harris,0.076
Harris,0.061
Harris,0.040999999999999995
Harris,0.03
Harris,0.038
Harris,0.025
Harris,0.026000000000000002
Harris,0.027999999999999997
Harris,0.027999999999999997
Harris,0.042
Harris,0.040999999999999995
Harris,0.052000000000000005
Harris,0.046
Harris,0.027999999999999997
Harris,0.04
Harris,0.047
Harris,0.059000000000000004
Harris,0.081
Harris,0.055
Harris,0.07200000000000001
Harris,0.043
Harris,0.023
Harris,0.068
Harris,0.059000000000000004
Harris,0.063
Harris,0.092
Harris,0.054000000000000006
Harris,0.083
Harris,0.091
Harris,0.08
Harris,0.071
Harris,0.021
Harris,0.043
Harris,0.081
Harris,0.063
Harris,0.035
Harris,0.022000000000000002
Harris,0.022000000000000002
Harris,0.025
Harris,0.027999999999999997
Harris,0.051
Harris,0.024
Harris,0.023
Harris,0.03
Harris,0.055
Harris,0.037000000000000005
Harris,0.059000000000000004
Harris,0.052000000000000005
Harris,0.033
Harris,0.03
Harris,0.024
Harris,0.033
Harris,0.061
Harris,0.052000000000000005
Harris,0.038
Harris,0.045
Harris,0.066
Harris,0.059000000000000004
Harris,0.059000000000000004
Harris,0.042
Harris,0.040999999999999995
Harris,0.028999999999999998
Harris,0.03
Harris,0.03
Harris,0.032
Harris,0.03
Harris,0.03
Harris,0.033
Harris,0.036000000000000004
Harris,0.043
Harris,0.06
Harris,0.077
Harris,0.076
Harris,0.064
Harris,0.027999999999999997
Harris,0.024
Harris,0.036000000000000004
Harris,0.055999999999999994
Harris,0.073
Harris,0.07
Harris,0.064
Harris,0.05
Harris,0.06
Harris,0.040999999999999995
Harris,0.033
Harris,0.038
Harris,0.035
Harris,0.033
Harris,0.036000000000000004
Harris,0.046
Harris,0.051
Harris,0.059000000000000004
Harris,0.107
Harris,0.068
Harris,0.028999999999999998
Harris,0.023
Harris,0.032
Harris,0.027000000000000003
Harris,0.034
Harris,0.05
Harris,0.031
Harris,0.049
Harris,0.028999999999999998
Harris,0.027999999999999997
Harris,0.035
Harris,0.049
Harris,0.07
Harris,0.054000000000000006
Harris,0.076
Harris,0.057
Harris,0.043
Harris,0.05
Harris,0.068
Harris,0.09300000000000001
Harris,0.085
Harris,0.07
Harris,0.049
Harris,0.057999999999999996
Harris,0.05
Harris,0.046
Harris,0.057999999999999996
Harris,0.069
Harris,0.065
Harris,0.057
Harris,0.039
Harris,0.039
Harris,0.035
Harris,0.031
Harris,0.04
Harris,0.043
Harris,0.035
Harris,0.042
Harris,0.065
Harris,0.053
Harris,0.073
Harris,0.034
Harris,0.045
Harris,0.043
Harris,0.035
Harris,0.046
Harris,0.055999999999999994
Harris,0.057999999999999996
Harris,0.07400000000000001
Harris,0.08199999999999999
Harris,0.055999999999999994
Harris,0.038
Harris,0.06
Harris,0.053
Harris,0.044000000000000004
Harris,0.025
Harris,0.037000000000000005
Harris,0.065
Harris,0.03
Harris,0.032
Harris,0.025
Harris,0.031
Harris,0.061
Harris,0.047
Harris,0.031
Harris,0.047
Harris,0.044000000000000004
Harris,0.047
Harris,0.045
Harris,0.018000000000000002
Harris,0.038
Harris,0.06
Harris,0.045
Harris,0.025
Harris,0.018000000000000002
Harris,0.033
Harris,0.035
Harris,0.042
Harris,0.052000000000000005
Harris,0.045
Harris,0.044000000000000004
Harris,0.055999999999999994
Harris,0.03
Harris,0.018000000000000002
Harris,0.034
Harris,0.048
Harris,0.027000000000000003
Harris,0.031
Harris,0.024
Harris,0.026000000000000002
Harris,0.039
Harris,0.042
Harris,0.052000000000000005
Harris,0.052000000000000005
Harris,0.061
Harris,0.05
Harris,0.04
Harris,0.023
Harris,0.026000000000000002
Harris,0.045
Harris,0.04
Harris,0.027999999999999997
Harris,0.04
Harris,0.033
Harris,0.027999999999999997
Harris,0.033
Harris,0.036000000000000004
Harris,0.039
Harris,0.046
Harris,0.040999999999999995
Harris,0.059000000000000004
Harris,0.043
Harris,0.048
Harris,0.048
Harris,0.025
Harris,0.036000000000000004
Harris,0.032
Harris,0.027999999999999997
Harris,0.038
Harris,0.057
Harris,0.033
Harris,0.022000000000000002
Harris,0.036000000000000004
Harris,0.039
Harris,0.04
Harris,0.025
Harris,0.026000000000000002
Harris,0.040999999999999995
Harris,0.040999999999999995
Harris,0.046
Harris,0.040999999999999995
Harris,0.037000000000000005
Harris,0.027000000000000003
Harris,0.032
Harris,0.037000000000000005
Harris,0.039
Los Angeles,0.04
Los Angeles,0.039
Los Angeles,0.036000000000000004
Los Angeles,0.027999999999999997
Los Angeles,0.038
Los Angeles,0.042
Los Angeles,0.035
Los Angeles,0.032
Los Angeles,0.032
Los Angeles,0.038
Los Angeles,0.03
Los Angeles,0.036000000000000004
Los Angeles,0.038
Los Angeles,0.034
Los Angeles,0.04
Los Angeles,0.034
Los Angeles,0.034
Los Angeles,0.039
Los Angeles,0.04
Los Angeles,0.039
Los Angeles,0.043
Los Angeles,0.042
Los Angeles,0.037000000000000005
Los Angeles,0.040999999999999995
Los Angeles,0.044000000000000004
Los Angeles,0.047
Los Angeles,0.047
Los Angeles,0.032
Los Angeles,0.043
Los Angeles,0.039
Los Angeles,0.033
Los Angeles,0.035
Los Angeles,0.044000000000000004
Los Angeles,0.04
Los Angeles,0.045
Los Angeles,0.044000000000000004
Los Angeles,0.042
Los Angeles,0.04
Los Angeles,0.048
Los Angeles,0.045
Los Angeles,0.045
Los Angeles,0.043
Los Angeles,0.037000000000000005
Los Angeles,0.039
Los Angeles,0.046
Los Angeles,0.045
Los Angeles,0.044000000000000004
Los Angeles,0.047
Los Angeles,0.043
Los Angeles,0.047
Los Angeles,0.043
Los Angeles,0.040999999999999995
Los Angeles,0.046
Los Angeles,0.05
Los Angeles,0.053
Los Angeles,0.049
Los Angeles,0.046
Los Angeles,0.046
Los Angeles,0.039
Los Angeles,0.04
Los Angeles,0.039
Los Angeles,0.04
Los Angeles,0.04
Los Angeles,0.038
Los Angeles,0.04
Los Angeles,0.045
Los Angeles,0.048
Los Angeles,0.047
Los Angeles,0.046
Los Angeles,0.046
Los Angeles,0.047
Los Angeles,0.051
Los Angeles,0.052000000000000005
Los Angeles,0.053
Los Angeles,0.057999999999999996
Los Angeles,0.061
Los Angeles,0.066
Los Angeles,0.052000000000000005
Los Angeles,0.053
Los Angeles,0.049
Los Angeles,0.052000000000000005
Los Angeles,0.049
Los Angeles,0.059000000000000004
Los Angeles,0.066
Los Angeles,0.06
Los Angeles,0.039
Los Angeles,0.049
Los Angeles,0.053
Los Angeles,0.065
Los Angeles,0.073
Los Angeles,0.064
Los Angeles,0.055
Los Angeles,0.043
Los Angeles,0.043
Los Angeles,0.040999999999999995
Los Angeles,0.055
Los Angeles,0.069
Los Angeles,0.064
Los Angeles,0.054000000000000006
Los Angeles,0.055999999999999994
Los Angeles,0.053
Los Angeles,0.052000000000000005
Los Angeles,0.061
Los Angeles,0.066
Los Angeles,0.059000000000000004
Los Angeles,0.047
Los Angeles,0.055999999999999994
Los Angeles,0.069
Los Angeles,0.069
Los Angeles,0.055
Los Angeles,0.055
Los Angeles,0.051
Los Angeles,0.057
Los Angeles,0.068
Los Angeles,0.069
Los Angeles,0.066
Los Angeles,0.054000000000000006
Los Angeles,0.055
Los Angeles,0.040999999999999995
Los Angeles,0.049
Los Angeles,0.054000000000000006
Los Angeles,0.065
Los Angeles,0.07200000000000001
Los Angeles,0.07
Los Angeles,0.059000000000000004
Los Angeles,0.047
Los Angeles,0.040999999999999995
Los Angeles,0.045
Los Angeles,0.045
Los Angeles,0.042
Los Angeles,0.052000000000000005
Los Angeles,0.062
Los Angeles,0.063
Los Angeles,0.069
Los Angeles,0.057
Los Angeles,0.052000000000000005
Los Angeles,0.053
Los Angeles,0.057
Los Angeles,0.051
Los Angeles,0.053
Los Angeles,0.047
Los Angeles,0.045
Los Angeles,0.04
Los Angeles,0.052000000000000005
Los Angeles,0.057
Los Angeles,0.047
Los Angeles,0.052000000000000005
Los Angeles,0.048
Los Angeles,0.06
Los Angeles,0.066
Los Angeles,0.067
Los Angeles,0.059000000000000004
Los Angeles,0.057999999999999996
Los Angeles,0.06
Los Angeles,0.067
Los Angeles,0.083
Los Angeles,0.079
Los Angeles,0.068
Los Angeles,0.07200000000000001
Los Angeles,0.086
Los Angeles,0.078
Los Angeles,0.094
Los Angeles,0.105
Los Angeles,0.061
Los Angeles,0.059000000000000004
Los Angeles,0.07
Los Angeles,0.066
Los Angeles,0.061
Los Angeles,0.062
Los Angeles,0.07200000000000001
Los Angeles,0.057999999999999996
Los Angeles,0.046
Los Angeles,0.055
Los Angeles,0.069
Los Angeles,0.067
Los Angeles,0.066
Los Angeles,0.061
Los Angeles,0.07200000000000001
Los Angeles,0.07400000000000001
Los Angeles,0.07400000000000001
Los Angeles,0.077
Los Angeles,0.075
Los Angeles,0.079
Los Angeles,0.073
Los Angeles,0.064
Los Angeles,0.075
Los Angeles,0.08
Los Angeles,0.066
Los Angeles,0.06
Los Angeles,0.068
Los Angeles,0.077
Los Angeles,0.081
Los Angeles,0.106
Los Angeles,0.09699999999999999
Los Angeles,0.092
Los Angeles,0.096
Los Angeles,0.08199999999999999
Los Angeles,0.067
Los Angeles,0.057999999999999996
Los Angeles,0.055
Los Angeles,0.069
Los Angeles,0.071
Los Angeles,0.078
Los Angeles,0.09
Los Angeles,0.078
Los Angeles,0.078
Los Angeles,0.08199999999999999
Los Angeles,0.09699999999999999
Los Angeles,0.09300000000000001
Los Angeles,0.10099999999999999
Los Angeles,0.095
Los Angeles,0.086
Los Angeles,0.078
Los Angeles,0.092
Los Angeles,0.08800000000000001
Los Angeles,0.09300000000000001
Los Angeles,0.087
Los Angeles,0.084
Los Angeles,0.08800000000000001
Los Angeles,0.077
Los Angeles,0.066
Los Angeles,0.068
Los Angeles,0.062
Los Angeles,0.076
Los Angeles,0.08199999999999999
Los Angeles,0.095
Los Angeles,0.08900000000000001
Los Angeles,0.07200000000000001
Los Angeles,0.067
Los Angeles,0.06
Los Angeles,0.064
Los Angeles,0.08
Los Angeles,0.10400000000000001
Los Angeles,0.086
Los Angeles,0.076
Los Angeles,0.079
Los Angeles,0.071
Los Angeles,0.08800000000000001
Los Angeles,0.077
Los Angeles,0.067
Los Angeles,0.07200000000000001
Los Angeles,0.07400000000000001
Los Angeles,0.08199999999999999
Los Angeles,0.10099999999999999
Los Angeles,0.069
Los Angeles,0.063
Los Angeles,0.073
Los Angeles,0.066
Los Angeles,0.06
Los Angeles,0.07200000000000001
Los Angeles,0.06
Los Angeles,0.069
Los Angeles,0.054000000000000006
Los Angeles,0.07200000000000001
Los Angeles,0.075
Los Angeles,0.084
Los Angeles,0.099
Los Angeles,0.08
Los Angeles,0.057
Los Angeles,0.064
Los Angeles,0.064
Los Angeles,0.049
Los Angeles,0.055999999999999994
Los Angeles,0.078
Los Angeles,0.07
Los Angeles,0.063
Los Angeles,0.073
Los Angeles,0.079
Los Angeles,0.051
Los Angeles,0.044000000000000004
Los Angeles,0.036000000000000004
Los Angeles,0.05
Los Angeles,0.048
Los Angeles,0.055
Los Angeles,0.066
Los Angeles,0.07200000000000001
Los Angeles,0.07
Los Angeles,0.091
Los Angeles,0.102
Los Angeles,0.08
Los Angeles,0.066
