,date_local,time_local,Ozone_Maricopa,Ozone_LosAngeles,Ozone_Cook,Ozone_SanDiego,Ozone_Harris,Ozone_Orange,Ozone_MiamiDade,Ozone_Dallas,Ozone_Riverside,Ozone_Queens
1383,2019-02-27,2020-11-09 15:00:00,0.05261904761904764,0.03961538461538461,0.036,0.04633333333333334,0.016133333333333333,0.045000000000000005,0.0195,0.005333333333333333,0.056384615384615394,0.0
1384,2019-02-27,2020-11-09 16:00:00,0.05368181818181819,0.036076923076923076,0.037,0.046,0.015733333333333332,0.04066666666666666,0.0185,0.005666666666666667,0.055785714285714286,0.0
1385,2019-02-27,2020-11-09 17:00:00,0.051863636363636376,0.031153846153846157,0.04,0.04114285714285715,0.012466666666666666,0.035333333333333335,0.018000000000000002,0.006999999999999999,0.05007142857142858,0.033
1386,2019-02-27,2020-11-09 18:00:00,0.04095454545454547,0.028230769230769233,0.04,0.036,0.008066666666666668,0.03,0.015,0.009000000000000001,0.04314285714285714,0.032
1387,2019-02-27,2020-11-09 19:00:00,0.02840909090909092,0.026153846153846156,0.037,0.031857142857142855,0.005333333333333334,0.027,0.015,0.013666666666666667,0.037,0.032
1388,2019-02-27,2020-11-09 20:00:00,0.019863636363636365,0.022769230769230767,0.036,0.026571428571428572,0.004666666666666667,0.02266666666666667,0.0125,0.016333333333333335,0.03085714285714286,0.033
1389,2019-02-27,2020-11-09 21:00:00,0.016454545454545458,0.021615384615384613,0.036,0.023285714285714288,0.0032666666666666673,0.019666666666666666,0.008,0.017,0.029428571428571432,0.032
1390,2019-02-27,2020-11-09 22:00:00,0.016818181818181822,0.019583333333333338,0.035,0.018714285714285715,0.0018666666666666666,0.01933333333333333,0.009000000000000001,0.017666666666666667,0.0275,0.033
1391,2019-02-27,2020-11-09 23:00:00,0.018954545454545457,0.018076923076923074,0.035,0.019714285714285715,0.0012000000000000001,0.018,0.0155,0.01833333333333333,0.02557142857142857,0.029
1392,2019-02-28,2020-11-09 00:00:00,0.02063636363636364,0.015769230769230768,0.034,0.016571428571428574,0.001,0.016666666666666666,0.0175,0.018666666666666665,0.02725,0.024
1393,2019-02-28,2020-11-09 01:00:00,0.021681818181818188,0.014461538461538463,0.036,0.015142857142857144,0.0014666666666666667,0.016666666666666666,0.0135,0.01933333333333333,0.024357142857142855,0.022
1394,2019-02-28,2020-11-09 02:00:00,0.02077272727272728,0.014538461538461538,0.033,0.018,0.0012000000000000001,0.014666666666666666,0.013000000000000001,0.01933333333333333,0.02435714285714286,0.025
1395,2019-02-28,2020-11-09 03:00:00,0.01813636363636364,0.01330769230769231,0.03,0.015,0.0012666666666666666,0.011666666666666667,0.0155,0.01933333333333333,0.02292857142857143,0.024
1396,2019-02-28,2020-11-09 04:00:00,0.0190909090909091,0.01076923076923077,0.028,0.013,0.0012666666666666668,0.011000000000000001,0.015,0.019,0.021230769230769234,0.022
1397,2019-02-28,2020-11-09 05:00:00,0.019500000000000003,0.009230769230769233,0.027,0.011,0.0007857142857142856,0.01,0.0145,0.018,0.02035714285714286,0.019
1398,2019-02-28,2020-11-09 06:00:00,0.01713636363636364,0.00823076923076923,0.026,0.009857142857142858,0.00013333333333333334,0.007333333333333333,0.014499999999999999,0.016333333333333335,0.017142857142857144,0.011
1399,2019-02-28,2020-11-09 07:00:00,0.016454545454545458,0.01023076923076923,0.026,0.010999999999999998,0.0004,0.008666666666666666,0.018000000000000002,0.014333333333333332,0.019642857142857146,0.011
1400,2019-02-28,2020-11-09 08:00:00,0.022136363636363645,0.014769230769230769,0.025,0.016,0.0008666666666666667,0.017333333333333336,0.0275,0.014666666666666666,0.026357142857142857,0.021
